,code_athlete,name,country_code,country,discipline,medal_type
5596,1918356,WILSON Talei,FIJ,Fiji,Rugby Sevens,
5597,1918369,LIU Huanhua,CHN,China,Weightlifting,Gold
5598,1918372,LI Fabin,CHN,China,Weightlifting,Gold
5599,1918373,SHI Zhiyong,CHN,China,Weightlifting,
5600,1918376,LI Wenwen,CHN,China,Weightlifting,Gold
5601,1918377,HOU Zhihui,CHN,China,Weightlifting,Gold
5602,1918379,LUO Shifang,CHN,China,Weightlifting,Gold
5603,1918417,LIU Zhiyu,CHN,China,Rowing,
5604,1918419,QIU Xiuping,CHN,China,Rowing,
5605,1918420,ZOU Jiaqi,CHN,China,Rowing,
5606,1918421,LU Shiyu,CHN,China,Rowing,
5607,1918422,WANG Zifeng,CHN,China,Rowing,
5608,1918423,ZHANG Shuxian,CHN,China,Rowing,
5609,1918424,CHEN Yunxia,CHN,China,Rowing,
5610,1918425,CUI Xiaotong,CHN,China,Rowing,
5611,1918426,LYU Yang,CHN,China,Rowing,
5612,1918427,ZHANG Ling,CHN,China,Rowing,
5613,1918429,SULITAN Adilijiang,CHN,China,Rowing,
5614,1918468,SHEN Shuangmei,CHN,China,Rowing,
5615,1918469,LIU Xiaoxin,CHN,China,Rowing,
5616,1918470,XU Xingye,CHN,China,Rowing,
5617,1918609,ANGSUTHASAWIT Jai,THA,Thailand,Cycling Track,
5618,1918629,SEKI Nanami,JPN,Japan,Volleyball,
5619,1918636,ARAKI Ayaka,JPN,Japan,Volleyball,
5620,1918638,WADA Yukiko,JPN,Japan,Volleyball,
5621,1918640,IWASAKI Koyomi,JPN,Japan,Volleyball,
5622,1918654,TAKAHASHI Ran,JPN,Japan,Volleyball,
5623,1918657,TAKAHASHI Kentaro,JPN,Japan,Volleyball,
5624,1918658,TOMITA Shoma,JPN,Japan,Volleyball,
5625,1918659,FUKATSU Akihiro,JPN,Japan,Volleyball,
5626,1918661,KAI Masato,JPN,Japan,Volleyball,
5627,1918664,MIYABE Airi,JPN,Japan,Volleyball,
5628,1918666,INOUE Arisa,JPN,Japan,Volleyball,
5629,1918677,MIYAURA Kento,JPN,Japan,Volleyball,
5630,1918678,KOJIMA Manami,JPN,Japan,Volleyball,
5631,1918679,FUKUDOME Satomi,JPN,Japan,Volleyball,
5632,1918683,MORIYA Akane,JPN,Japan,Volleyball,
5633,1918689,YAMADA Nichika,JPN,Japan,Volleyball,
5634,1918691,ISHIKAWA Mayu,JPN,Japan,Volleyball,
5635,1918694,HAYASHI Kotona,JPN,Japan,Volleyball,
5636,1918698,NISHIDA Sarina,JPN,Japan,Volleyball,
5637,1918700,YAMAMOTO Tomohiro,JPN,Japan,Volleyball,
5638,1918706,ISHIKAWA Yuki,JPN,Japan,Volleyball,
5639,1918708,ONODERA Taishi,JPN,Japan,Volleyball,
5640,1918710,YAMAUCHI Akihiro,JPN,Japan,Volleyball,
5641,1918712,NISHIDA Yuji,JPN,Japan,Volleyball,
5642,1918714,SEKITA Masahiro,JPN,Japan,Volleyball,
5643,1918759,BROWN Georgia-Rose,NZL,New Zealand,Artistic Gymnastics,
5644,1918789,YAN Langyu,CHN,China,Trampoline Gymnastics,Bronze
5645,1918790,WANG Zisai,CHN,China,Trampoline Gymnastics,Silver
5646,1918799,ZHU Xueying,CHN,China,Trampoline Gymnastics,
5647,1918800,HU Yicheng,CHN,China,Trampoline Gymnastics,
5648,1918831,SUKPRASERT Komet,THA,Thailand,Cycling BMX Racing,
5649,1918832,DAWSON Erica,NZL,New Zealand,Sailing,Bronze
5650,1918833,McHARDIE Isaac,NZL,New Zealand,Sailing,Silver
5651,1918834,McKENZIE William,NZL,New Zealand,Sailing,Silver
5652,1918835,WILKINSON Micah,NZL,New Zealand,Sailing,Bronze
5653,1918836,PILKINGTON Greta,NZL,New Zealand,Sailing,
5654,1918838,ALEH Jo,NZL,New Zealand,Sailing,
5655,1918840,MEECH Molly,NZL,New Zealand,Sailing,
5656,1918842,WALTON-KEIM Lukas,NZL,New Zealand,Sailing,
5657,1918845,TEN HAVE Veerle,NZL,New Zealand,Sailing,
5658,1918846,ARMIT Josh,NZL,New Zealand,Sailing,
5659,1918849,KITCHEN Justina,NZL,New Zealand,Sailing,
5660,1918850,SAUNDERS Thomas,NZL,New Zealand,Sailing,
5661,1918853,LKHAGVASUREN Sosorbaram,MGL,Mongolia,Judo,
5662,1918856,LIU Yang,CHN,China,Artistic Gymnastics,Gold
5663,1918856,LIU Yang,CHN,China,Artistic Gymnastics,Silver
5664,1918858,SU Weide,CHN,China,Artistic Gymnastics,Silver
5665,1918860,XIAO Ruoteng,CHN,China,Artistic Gymnastics,Bronze
5666,1918860,XIAO Ruoteng,CHN,China,Artistic Gymnastics,Silver
5667,1918864,ZHANG Boheng,CHN,China,Artistic Gymnastics,Silver
5668,1918864,ZHANG Boheng,CHN,China,Artistic Gymnastics,Bronze
5669,1918864,ZHANG Boheng,CHN,China,Artistic Gymnastics,Silver
5670,1918865,ZOU Jingyuan,CHN,China,Artistic Gymnastics,Silver
5671,1918865,ZOU Jingyuan,CHN,China,Artistic Gymnastics,Gold
5672,1918865,ZOU Jingyuan,CHN,China,Artistic Gymnastics,Silver
5673,1918870,LUO Huan,CHN,China,Artistic Gymnastics,
5674,1918871,OU Yushan,CHN,China,Artistic Gymnastics,
5675,1918872,QIU Qiyuan,CHN,China,Artistic Gymnastics,Silver
5676,1918878,ZHANG Yihan,CHN,China,Artistic Gymnastics,
5677,1918880,OTGONBAYAR Khuslen,MGL,Mongolia,Judo,
5678,1918881,ZHOU Yaqin,CHN,China,Artistic Gymnastics,Silver
5679,1918912,LKHAGVATOGOO Enkhriilen,MGL,Mongolia,Judo,
5680,1918930,JAIYOO Apisit,THA,Thailand,Cycling BMX Racing,
5681,1918934,CHEN Jinfeng,CHN,China,Athletics,
5682,1918936,DENG Zhijian,CHN,China,Athletics,
5683,1918943,XIE Zhenye,CHN,China,Athletics,
5684,1918954,CHEN Jiapeng,CHN,China,Athletics,
5685,1918961,WU Zhiqiang,CHN,China,Athletics,
5686,1918962,YAN Haibin,CHN,China,Athletics,
5687,1918967,GE Manqi,CHN,China,Athletics,
5688,1918980,LI Yuting,CHN,China,Athletics,
5689,1918990,WANG Zhaozhao,CHN,China,Athletics,
5690,1918995,HE Xianghong,CHN,China,Athletics,
5691,1918996,ZHANG Jun,CHN,China,Athletics,
5692,1918997,LI Yandong,CHN,China,Athletics,
5693,1919002,YANG Jiayu,CHN,China,Athletics,Gold
5694,1919003,MA Zhenxia,CHN,China,Athletics,
5695,1919006,LIU Hong,CHN,China,Athletics,
5696,1919008,QIEYANG Shijie,CHN,China,Athletics,
5697,1919015,STAIRMAND Billy,NZL,New Zealand,Surfing,
5698,1919017,VETTE Saffi,NZL,New Zealand,Surfing,
5699,1919024,LIU Junxi,CHN,China,Athletics,
5700,1919026,QIN Weibo,CHN,China,Athletics,
5701,1919029,XU Zhuoyi,CHN,China,Athletics,
5702,1919037,XIE Zhiyu,CHN,China,Athletics,
5703,1919051,LIN Yuwei,CHN,China,Athletics,
5704,1919053,WU Yanni,CHN,China,Athletics,
5705,1919057,MO Jiadie,CHN,China,Athletics,
5706,1919065,SONG Jiayuan,CHN,China,Athletics,Bronze
5707,1919067,FENG Bin,CHN,China,Athletics,Silver
5708,1919072,SUN Yue,CHN,China,Athletics,
