,code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date
5209,1913700,True,ZHOU Yafei,ZHOU Y,ZHOU Yafei,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,156.0,0.0,['Sport Climbing'],"[""Women's Speed""]",2004-05-15
5210,1913702,True,DENG Lijuan,DENG L,DENG Lijuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,163.0,0.0,['Sport Climbing'],"[""Women's Speed""]",2000-05-12
5211,1913734,True,BRENDEL Sebastian,BRENDEL S,Sebastian BRENDEL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1988-03-12
5212,1913735,True,KRETSCHMER Peter,KRETSCHMER P,Peter KRETSCHMER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1992-02-15
5213,1913736,True,LEMKE Max,LEMKE M,Max LEMKE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-12-02
5214,1913737,True,LIEBSCHER-LUCZ Tom,LIEBSCHER-LUCZ T,Tom LIEBSCHER-LUCZ,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1993-08-03
5215,1913740,True,RENDSCHMIDT Max,RENDSCHMIDT M,Max RENDSCHMIDT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1993-12-12
5216,1913743,True,BRUESSLER Sarah,BRUESSLER S,Sarah BRUESSLER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1994-04-08
5217,1913745,True,JAHN Lisa,JAHN L,Lisa JAHN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1994-02-25
5218,1913746,True,SCHOPF Jacob,SCHOPF J,Jacob SCHOPF,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1999-06-08
5219,1913749,True,HAKE Jule Marie,HAKE JM,Jule Marie HAKE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1999-09-24
5220,1913750,True,HECKER Tim,HECKER T,Tim HECKER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1997-09-28
5221,1913756,True,THORDSEN Jakob,THORDSEN J,Jakob THORDSEN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1999-10-22
5222,1913763,True,FUNK Ricarda,FUNK R,Ricarda FUNK,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1992-04-15
5223,1913764,True,TASIADIS Sideris,TASIADIS S,Sideris TASIADIS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Slalom'],"[""Men's Canoe Single""]",1990-05-07
5224,1913766,True,HENGST Stefan,HENGST S,Stefan HENGST,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Slalom'],"[""Men's Kayak Cross""]",1994-03-17
5225,1913770,True,LILIK Elena,LILIK E,Elena LILIK,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",1998-09-14
5226,1913780,True,HEGGE Noah,HEGGE N,Noah HEGGE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",1999-03-15
5227,1913786,True,ROESSELING Enja,ROESSELING E,Enja ROESSELING,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",2002-07-15
5228,1913787,True,ROEHLINGS Lena,ROEHLINGS L,Lena ROEHLINGS,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",2002-09-02
5229,1913791,True,WINKELMANN Anton,WINKELMANN A,Anton WINKELMANN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",2003-03-27
5230,1913793,True,JAGSCH Pauline,JAGSCH P,Pauline JAGSCH,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",2003-03-13
5231,1913795,True,JAKOB Maike,JAKOB M,Maike JAKOB,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2005-10-25
5232,1913796,True,KLIEMKE Hedi Moana,KLIEMKE HM,Hedi Moana KLIEMKE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",2005-10-09
5233,1913800,True,PASZEK Paulina,PASZEK P,Paulina PASZEK,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1997-10-26
5234,1913851,True,OCTAVIA Rezza,OCTAVIA R,Rezza OCTAVIA,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,0.0,0.0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-25
5235,1913875,True,MUSZUKAJEV Iszmail,MUSZUKAJEV I,Iszmail MUSZUKAJEV,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Wrestling'],"[""Men's Freestyle 65kg""]",1993-01-28
5236,1913876,True,NAGY Bernadett,NAGY B,Bernadett NAGY,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Wrestling'],"[""Women's Freestyle 76kg""]",2000-11-19
5237,1913884,True,KAMAL Syifa Nurafifah,KAMAL SN,Syifa Nurafifah KAMAL,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,0.0,0.0,['Archery'],"[""Women's Individual"", ""Women's Team""]",1991-10-01
5238,1913896,True,DU Linshu,DU L,Du Linshu,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",2003-04-05
5239,1913899,True,SHENG Lihao,SHENG L,SHENG Lihao,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",2004-12-04
5240,1913907,True,XIE Yu,XIE Y,XIE Yu,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",2000-06-12
5241,1913908,True,ZHANG Bowen,ZHANG B,ZHANG Bowen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",1996-04-28
5242,1913913,True,LI Yuehong,LI Y,LI Yuehong,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['25m Rapid Fire Pistol Men'],1989-08-28
5243,1913919,True,WANG Xinjie,WANG X,WANG Xinjie,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['25m Rapid Fire Pistol Men'],1996-10-24
5244,1913922,True,LIU Yukun,LIU Y,LIU Yukun,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['50m Rifle 3 Positions Men'],1997-04-12
5245,1913928,True,QI Ying,QI Y,QI Ying,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['Trap Men'],1997-01-23
5246,1913930,True,YU Haicheng,YU H,YU Haicheng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['Trap Men'],1998-04-05
5247,1913944,True,HAN Jiayu,HAN J,HAN Jiayu,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",2001-12-24
5248,1913945,True,HUANG Yuting,HUANG Y,HUANG Yuting,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",2006-09-03
5249,1913951,True,JIANG Ranxin,JIANG R,JIANG Ranxin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",2000-05-02
5250,1913952,True,LI Xue,LI X,LI Xue,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",2000-01-20
5251,1913958,True,ZHAO Nan,ZHAO N,ZHAO Nan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['25m Pistol Women'],2004-05-14
5252,1913961,True,LIANG Xiaoya,LIANG X,LIANG Xiaoya,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['25m Pistol Women'],2007-04-20
5253,1913972,True,ZHANG Qiongyue,ZHANG Q,ZHANG Qiongyue,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['50m Rifle 3 Positions Women'],2004-03-12
5254,1913975,True,WU Cuicui,WU C,WU Cuicui,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['Trap Women'],1987-12-16
5255,1913976,True,ZHANG Xinqiu,ZHANG X,ZHANG Xinqiu,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['Trap Women'],1994-09-03
5256,1913978,True,JIANG Yiting,JIANG Y,JIANG Yiting,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",2004-08-01
5257,1913981,True,WEI Meng,WEI M,WEI Meng,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Shooting'],['Skeet Women'],1989-06-14
5258,1913983,True,CHOIRUNISA Diananda,CHOIRUNISA D,Diananda CHOIRUNISA,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,0.0,0.0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",1997-03-16
5259,1914058,True,LI Shuhuan,LI S,LI Shuhuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",1996-10-25
5260,1914059,True,LUO Shuai,LUO S,LUO Shuai,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",1997-04-16
5261,1914069,True,ZHANG Mingyu,ZHANG M,ZHANG Mingyu,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",2001-10-03
5262,1914238,True,ENKHTAIVAN Ariunbold,ENKHTAIVAN A,Ariunbold ENKHTAIVAN,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Men -60 kg', 'Mixed Team']",1995-10-08
5263,1914239,True,YONDONPERENLEI Baskhuu,YONDONPERENLEI B,Baskhuu YONDONPERENLEI,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Men -66 kg', 'Mixed Team']",1993-10-01
5264,1914277,True,BATKHUYAG Gonchigsuren,BATKHUYAG G,Gonchigsuren BATKHUYAG,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Men -100 kg', 'Mixed Team']",1999-08-25
5265,1914280,True,GUIMENDEGO Nadia Matchiko,GUIMENDEGO NM,Nadia Matchiko GUIMENDEGO,Female,Athlete,CAF,Centr Afric Re,Central African Republic,Centr Afric Re,Central African Republic,CAF,0.0,0.0,['Judo'],['Women -63 kg'],1997-04-27
5266,1914295,True,ODKHUU Tsetsentsengel,ODKHUU T,Tsetsentsengel ODKHUU,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Men +100 kg', 'Mixed Team']",1999-10-18
5267,1914451,True,BATZAYA Erdenebayar,BATZAYA E,Erdenebayar BATZAYA,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Men -73 kg', 'Mixed Team']",2000-03-05
5268,1914460,True,AIBEK UULU Kubanychbek,AIBEK UULU K,Kubanychbek AIBEK UULU,Male,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,0.0,0.0,['Judo'],['Men -66 kg'],2000-10-28
5269,1914465,True,AMARSAIKHAN Adiyasuren,AMARSAIKHAN A,Adiyasuren AMARSAIKHAN,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Women +78 kg', 'Mixed Team']",2000-03-26
5270,1914467,True,BAVUUDORJ Baasankhuu,BAVUUDORJ B,Baasankhuu BAVUUDORJ,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0.0,0.0,['Judo'],"['Women -48 kg', 'Mixed Team']",1999-11-26
5271,1914471,True,MULLINS Chay,MULLINS C,Chay MULLINS,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,193.0,94.0,['Rugby Sevens'],['Men'],2002-01-23
5272,1914473,True,SHEROV Erlan,SHEROV E,Erlan SHEROV,Male,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,0.0,0.0,['Judo'],['Men -90 kg'],1998-06-19
5273,1914523,True,BERAN Jiri,BERAN J,Jiri BERAN,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1982-01-18
5274,1914531,True,CUPR Michal,CUPR M,Michal CUPR,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Fencing'],"[""Men's Épée Team""]",1991-12-23
5275,1914533,True,CHOUPENITCH Alexander,CHOUPENITCH A,Alexander CHOUPENITCH,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Fencing'],"[""Men's Foil Individual""]",1994-05-02
5276,1914535,True,JURKA Jakub,JURKA J,Jakub JURKA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1999-06-13
5277,1914540,True,RUBES Martin,RUBES M,Martin RUBES,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0.0,0.0,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1996-09-16
5278,1914693,True,MADZHIDOV Dzhakhongir,MADZHIDOV D,Dzhakhongir MADZHIDOV,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,0.0,0.0,['Judo'],['Men -100 kg'],2000-05-16
5279,1914832,True,HRNIC Edi,HRNIC E,Edi HRNIC,Male,Athlete,DEN,Denmark,Denmark,Denmark,Denmark,DEN,0.0,0.0,['Taekwondo'],['Men -80kg'],2003-12-26
5280,1914866,True,RASSADIN Viktor,RASSADIN V,Viktor RASSADIN,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,0.0,0.0,['Wrestling'],"[""Men's Freestyle 74kg""]",1993-11-07
5281,1914867,True,NDOLO Alexandra,NDOLO A,Alexandra NDOLO,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,0.0,0.0,['Fencing'],"[""Women's Épée Individual""]",1986-08-13
5282,1914905,True,von BREDOW-WERNDL Jessica,von BREDOW-WERNDL,Jessica von BREDOW-WERNDL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Dressage Individual', 'Dressage Team']",1986-02-16
5283,1914907,True,ROTHENBERGER Soenke,ROTHENBERGER S,Soenke ROTHENBERGER,Male,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],['Dressage Team'],1994-10-14
5284,1914909,True,WERTH Isabell,WERTH I,Isabell WERTH,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Dressage Individual', 'Dressage Team']",1969-07-21
5285,1914911,True,WEISHAUPT Phili,WEISHAUPT P,Philipp WEISHAUPT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1985-07-20
5286,1914912,True,KUKUK Christian,KUKUK C,Christian KUKUK,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1990-03-04
5287,1914918,True,WARGERS Jana,WARGERS J,Jana WARGERS,Female,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],['Jumping Team'],1991-11-18
5288,1914919,True,BOECKMANN Calvin,BOECKMANN C,Calvin BOECKMANN,Male,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",2001-04-27
5289,1914921,True,JUNG Michael,JUNG M,Michael JUNG,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",1982-07-31
5290,1914923,True,KRAJEWSKI Julia,KRAJEWSKI J,Julia KRAJEWSKI,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",1988-10-22
5291,1914927,True,WAHLER Christoph,WAHLER C,Christoph WAHLER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Eventing Individual', 'Eventing Team']",1994-01-21
5292,1914936,True,WANDRES Frederic,WANDRES F,Frederic WANDRES,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Dressage Individual', 'Dressage Team']",1987-03-25
5293,1914940,True,VOGEL Richard,VOGEL R,Richard VOGEL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1997-03-24
5294,1915290,True,SAYEDIN Mohamed,SAYEDIN M,ASRAN,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,192.0,0.0,['Volleyball'],['Men'],1996-04-01
5295,1915306,True,HASSAN Mohamed,HASSAN M,M. REDA,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,175.0,0.0,['Volleyball'],['Men'],1993-09-28
5296,1915317,True,STANCO Silvana Maria,STANCO SM,Silvana Maria STANCO,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],['Trap Women'],1993-01-06
5297,1915318,True,ROSSI Jessica,ROSSI J,Jessica ROSSI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],['Trap Women'],1992-01-07
5298,1915319,True,de FILIPPIS Mauro,de FILIPPIS M,Mauro de FILIPPIS,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],['Trap Men'],1980-08-10
5299,1915320,True,PELLIELO Giovanni,PELLIELO G,Giovanni PELLIELO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],['Trap Men'],1970-01-11
5300,1915325,True,BACOSI Diana,BACOSI D,Diana BACOSI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",1983-07-13
5301,1915326,True,BARTOLOMEI Martina,BARTOLOMEI M,Martina BARTOLOMEI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",1990-12-09
5302,1915330,True,CASSANDRO Tammaro,CASSANDRO T,Tammaro CASSANDRO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1993-04-05
5303,1915333,True,ROSSETTI Gabriele,ROSSETTI G,Gabriele ROSSETTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0.0,0.0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1995-03-07
5304,1915338,True,NASER Salwa Eid,NASER SE,Salwa Eid NASER,Female,Athlete,BRN,Bahrain,Bahrain,Bahrain,Bahrain,BRN,168.0,0.0,['Athletics'],"[""Women's 400m""]",1998-05-23
5305,1915343,True,VANOTTERDIJK Roos,VANOTTERDIJK R,Roos VANOTTERDIJK,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 100m Butterfly""]",2005-01-07
5306,1915348,True,BOLINGO Cynthia,BOLINGO C,Cynthia BOLINGO,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,165.0,0.0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1993-01-12
5307,1915349,True,van den BROECK Naomi,van den BROECK N,Naomi van den BROECK,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,161.0,0.0,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1996-01-03
5308,1915353,True,VANDERELST Elise,VANDERELST E,Elise VANDERELST,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,174.0,0.0,['Athletics'],"[""Women's 1500m""]",1998-01-27
5309,1915355,True,VERBRUGGEN Hanne,VERBRUGGEN H,Hanne VERBRUGGEN,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,167.0,0.0,['Athletics'],"[""Women's Marathon""]",1993-05-27
5310,1915357,True,VERHEYDEN Ruben,VERHEYDEN R,Ruben VERHEYDEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,197.0,0.0,['Athletics'],"[""Men's 1500m""]",2000-12-22
5311,1915358,True,VERVAET Imke,VERVAET I,Imke VERVAET,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,169.0,0.0,['Athletics'],"[""Women's 200m"", ""Women's 4 x 400m Relay""]",1993-04-11
5312,1915361,True,VANLOO Julie,VANLOO J,Julie VANLOO,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,168.0,0.0,['Basketball'],['Women'],1993-02-10
5313,1915365,True,van de VELDE Julie,van de VELDE J,Julie van de VELDE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Cycling Road'],"[""Women's Road Race""]",1993-06-02
5314,1915367,True,VANPACHTENBEKE Margot,VANPACHTENBEKE M,Margot VANPACHTENBEKE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Cycling Road'],"[""Women's Road Race""]",1999-02-02
5315,1915370,True,van den BOSSCHE Fabio,van den BOSSCHE F,Fabio van den BOSSCHE,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",2000-09-21
5316,1915371,True,VANDENBRANDEN Noah,VANDENBRANDEN N,Noah VANDENBRANDEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Cycling Track'],"[""Men's Madison"", ""Men's Team Pursuit""]",2002-07-29
5317,1915378,True,VERMEIR Wilm,VERMEIR W,Wilm VERMEIR,Male,Alternate Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",1979-07-08
5318,1915382,True,van den KEYBUS Luka,van den KEYBUS L,Luka VAN DEN KEYBUS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]",1997-04-14
5319,1915386,True,BOON Tom,BOON T,Tom BOON,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1990-01-25
5320,1915387,True,ENGLEBERT Charlotte,ENGLEBERT C,Charlotte ENGLEBERT,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],2001-05-20
5321,1915388,True,van DESSEL Arno,van DESSEL A,Arno van DESSEL,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],2003-07-03
5322,1915389,True,van DOREN Arthur,van DOREN A,Arthur van DOREN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1994-10-01
5323,1915390,True,van OOST Maxime,van OOST M,Maxime van OOST,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1999-12-02
5324,1915391,True,VANASCH Vincent,VANASCH V,Vincent VANASCH,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1987-12-21
5325,1915392,True,VANDEN BORRE Stephanie,VANDEN BORRE S,Stephanie VANDEN BORRE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1997-09-14
5326,1915394,True,VANDERMEIREN Judith,VANDERMEIREN J,Judith VANDERMEIREN,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1994-08-10
